benchmark,id,dataset,strategy,development_only,expected_sources,top5_chunk_ids,top5_sources,b0_b2_taxonomy,ANY@1,ALL@1,Legislation Hit@1,ANY@3,ALL@3,Legislation Hit@3,ANY@5,ALL@5,Legislation Hit@5,cross-law intrusion@5
M10E-A,q036,5326,C2,True,5326/normal/18 | 5326/normal/21,5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 4458-madde-17-chunk-001 | 4458-madde-231-chunk-001 | 4458-madde-64-chunk-001,5326/normal/18 | 5326/normal/21 | 4458/normal/17 | 4458/normal/231 | 4458/normal/64,CROSS-LAW INTRUSION,True,False,True,True,True,True,True,True,True,0.6
M10E-A,q037,5326,B0,True,5326/normal/33 | 5326/normal/34,5326-madde-34-chunk-001 | 5326-madde-33-chunk-001 | 5326-madde-18-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001,5326/normal/34 | 5326/normal/33 | 5326/normal/18 | 5326/normal/27 | 5326/normal/28,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q037,5326,B2,True,5326/normal/33 | 5326/normal/34,5326-madde-34-chunk-001 | 5326-madde-33-chunk-001 | 5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-41-chunk-001,5326/normal/34 | 5326/normal/33 | 5326/normal/18 | 5326/normal/21 | 5326/normal/41,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q037,5326,C1,True,5326/normal/33 | 5326/normal/34,5326-madde-34-chunk-001 | 5326-madde-33-chunk-001 | 5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-41-chunk-001,5326/normal/34 | 5326/normal/33 | 5326/normal/18 | 5326/normal/21 | 5326/normal/41,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q037,5326,C2,True,5326/normal/33 | 5326/normal/34,5326-madde-34-chunk-001 | 5326-madde-33-chunk-001 | 5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-27-chunk-001,5326/normal/34 | 5326/normal/33 | 5326/normal/18 | 5326/normal/21 | 5326/normal/27,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q038,5326,B0,True,5326/normal/42/a,5326-madde-42-a-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-17-chunk-001,5326/normal/42/a | 5326/normal/43/a | 5326/normal/15 | 5326/normal/20 | 5326/normal/17,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q038,5326,B2,True,5326/normal/42/a,5326-madde-42-a-chunk-001 | 5326-madde-11-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-40-chunk-001 | 5326-madde-14-chunk-001,5326/normal/42/a | 5326/normal/11 | 5326/normal/28 | 5326/normal/40 | 5326/normal/14,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q038,5326,C1,True,5326/normal/42/a,5326-madde-42-a-chunk-001 | 5326-madde-11-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-40-chunk-001 | 5326-madde-14-chunk-001,5326/normal/42/a | 5326/normal/11 | 5326/normal/28 | 5326/normal/40 | 5326/normal/14,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q038,5326,C2,True,5326/normal/42/a,5326-madde-42-a-chunk-001 | 5326-madde-11-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-15-chunk-001,5326/normal/42/a | 5326/normal/11 | 5326/normal/43/a | 5326/normal/28 | 5326/normal/15,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q039,5326,B0,True,5326/normal/43/a,5326-madde-43-a-chunk-001 | 5326-madde-37-chunk-001 | 4458-madde-218-a-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-41-chunk-001,5326/normal/43/a | 5326/normal/37 | 4458/normal/218/a | 5326/normal/14 | 5326/normal/41,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q039,5326,B2,True,5326/normal/43/a,5326-madde-43-a-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-33-chunk-001 | 4458-madde-218-a-chunk-001,5326/normal/43/a | 5326/normal/28 | 5326/normal/41 | 5326/normal/33 | 4458/normal/218/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q039,5326,C1,True,5326/normal/43/a,5326-madde-43-a-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-33-chunk-001 | 4458-madde-218-a-chunk-001,5326/normal/43/a | 5326/normal/28 | 5326/normal/41 | 5326/normal/33 | 4458/normal/218/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q039,5326,C2,True,5326/normal/43/a,5326-madde-43-a-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-41-chunk-001 | 4458-madde-218-a-chunk-001,5326/normal/43/a | 5326/normal/28 | 5326/normal/37 | 5326/normal/41 | 4458/normal/218/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q040,5326,B0,True,5326/normal/43/b,5326-madde-43-b-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-40-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-32-chunk-001,5326/normal/43/b | 5326/normal/43/a | 5326/normal/40 | 5326/normal/37 | 5326/normal/32,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q040,5326,B2,True,5326/normal/43/b,5326-madde-43-b-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-42-a-chunk-001 | 5326-madde-41-chunk-001,5326/normal/43/b | 5326/normal/26 | 5326/normal/43/a | 5326/normal/42/a | 5326/normal/41,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q040,5326,C1,True,5326/normal/43/b,5326-madde-43-b-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-42-a-chunk-001 | 5326-madde-41-chunk-001,5326/normal/43/b | 5326/normal/26 | 5326/normal/43/a | 5326/normal/42/a | 5326/normal/41,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q040,5326,C2,True,5326/normal/43/b,5326-madde-43-b-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-42-a-chunk-001 | 5326-madde-40-chunk-001,5326/normal/43/b | 5326/normal/26 | 5326/normal/43/a | 5326/normal/42/a | 5326/normal/40,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q041,5326,B0,True,5326/normal/43/c,5326-madde-43-c-chunk-001 | 5326-madde-43-chunk-001 | 5326-madde-11-chunk-001 | 4458-madde-167-chunk-002 | 5326-madde-41-chunk-001,5326/normal/43/c | 5326/normal/43 | 5326/normal/11 | 4458/normal/167 | 5326/normal/41,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q041,5326,B2,True,5326/normal/43/c,5326-madde-43-c-chunk-001 | 4458-gecici-madde-6-chunk-001 | 4458-madde-167-chunk-001 | 5326-madde-19-chunk-001 | 5326-madde-43-chunk-001,5326/normal/43/c | 4458/gecici/6 | 4458/normal/167 | 5326/normal/19 | 5326/normal/43,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q041,5326,C1,True,5326/normal/43/c,5326-madde-43-c-chunk-001 | 4458-gecici-madde-6-chunk-001 | 4458-madde-167-chunk-001 | 5326-madde-19-chunk-001 | 5326-madde-43-chunk-001,5326/normal/43/c | 4458/gecici/6 | 4458/normal/167 | 5326/normal/19 | 5326/normal/43,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q041,5326,C2,True,5326/normal/43/c,5326-madde-43-c-chunk-001 | 4458-gecici-madde-6-chunk-001 | 5326-madde-43-chunk-001 | 4458-madde-167-chunk-001 | 5326-madde-11-chunk-001,5326/normal/43/c | 4458/gecici/6 | 5326/normal/43 | 4458/normal/167 | 5326/normal/11,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q042,5326,B0,True,5326/normal/6,5326-madde-7-chunk-001 | 5326-madde-5-chunk-001 | 5326-madde-1-chunk-001 | 5326-madde-10-chunk-001 | 5326-madde-2-chunk-001,5326/normal/7 | 5326/normal/5 | 5326/normal/1 | 5326/normal/10 | 5326/normal/2,BENIGN REORDERING,False,False,True,False,False,True,False,False,True,0.0
M10E-A,q042,5326,B2,True,5326/normal/6,5326-madde-4-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-16-chunk-001 | 5326-madde-1-chunk-001 | 5326-madde-22-chunk-001,5326/normal/4 | 5326/normal/13 | 5326/normal/16 | 5326/normal/1 | 5326/normal/22,BENIGN REORDERING,False,False,True,False,False,True,False,False,True,0.0
M10E-A,q042,5326,C1,True,5326/normal/6,5326-madde-7-chunk-001 | 5326-madde-4-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-16-chunk-001 | 5326-madde-1-chunk-001,5326/normal/7 | 5326/normal/4 | 5326/normal/13 | 5326/normal/16 | 5326/normal/1,BENIGN REORDERING,False,False,True,False,False,True,False,False,True,0.0
M10E-A,q042,5326,C2,True,5326/normal/6,5326-madde-7-chunk-001 | 5326-madde-4-chunk-001 | 5326-madde-5-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-1-chunk-001,5326/normal/7 | 5326/normal/4 | 5326/normal/5 | 5326/normal/13 | 5326/normal/1,BENIGN REORDERING,False,False,True,False,False,True,False,False,True,0.0
M10E-A,q043,5326,B0,True,5326/normal/19,5326-madde-19-chunk-001 | 5326-gecici-madde-2-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-30-chunk-001,5326/normal/19 | 5326/gecici/2 | 5326/normal/13 | 5326/normal/21 | 5326/normal/30,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q043,5326,B2,True,5326/normal/19,5326-madde-19-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-16-chunk-001 | 5326-madde-5-chunk-001 | 5326-gecici-madde-2-chunk-001,5326/normal/19 | 5326/normal/12 | 5326/normal/16 | 5326/normal/5 | 5326/gecici/2,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q043,5326,C1,True,5326/normal/19,5326-madde-19-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-16-chunk-001 | 5326-madde-5-chunk-001 | 5326-gecici-madde-2-chunk-001,5326/normal/19 | 5326/normal/12 | 5326/normal/16 | 5326/normal/5 | 5326/gecici/2,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q043,5326,C2,True,5326/normal/19,5326-madde-19-chunk-001 | 5326-madde-12-chunk-001 | 5326-gecici-madde-2-chunk-001 | 5326-madde-16-chunk-001 | 5326-madde-13-chunk-001,5326/normal/19 | 5326/normal/12 | 5326/gecici/2 | 5326/normal/16 | 5326/normal/13,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q044,5326,B0,True,5326/normal/28,5326-madde-28-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-233-chunk-001,5326/normal/28 | 5326/normal/17 | 5326/normal/43/a | 5326/normal/27 | 4458/normal/233,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q044,5326,B2,True,5326/normal/28,5326-madde-28-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 4458-madde-231-chunk-001 | 5326-gecici-madde-3-chunk-001,5326/normal/28 | 5326/normal/17 | 5326/normal/43/a | 4458/normal/231 | 5326/gecici/3,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q044,5326,C1,True,5326/normal/28,5326-madde-28-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 4458-madde-231-chunk-001 | 5326-gecici-madde-3-chunk-001,5326/normal/28 | 5326/normal/17 | 5326/normal/43/a | 4458/normal/231 | 5326/gecici/3,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q044,5326,C2,True,5326/normal/28,5326-madde-28-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 4458-madde-231-chunk-001 | 5326-madde-27-chunk-001,5326/normal/28 | 5326/normal/17 | 5326/normal/43/a | 4458/normal/231 | 5326/normal/27,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q045,5326,B0,True,5326/normal/29,5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-29-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-21-chunk-001,5326/normal/28 | 5326/normal/27 | 5326/normal/29 | 5326/gecici/3 | 5326/normal/21,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q045,5326,B2,True,5326/normal/29,5326-madde-28-chunk-001 | 5326-madde-29-chunk-001 | 5326-madde-27-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-26-chunk-001,5326/normal/28 | 5326/normal/29 | 5326/normal/27 | 5326/gecici/3 | 5326/normal/26,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q045,5326,C1,True,5326/normal/29,5326-madde-28-chunk-001 | 5326-madde-29-chunk-001 | 5326-madde-27-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-26-chunk-001,5326/normal/28 | 5326/normal/29 | 5326/normal/27 | 5326/gecici/3 | 5326/normal/26,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q045,5326,C2,True,5326/normal/29,5326-madde-28-chunk-001 | 5326-madde-29-chunk-001 | 5326-madde-27-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-21-chunk-001,5326/normal/28 | 5326/normal/29 | 5326/normal/27 | 5326/gecici/3 | 5326/normal/21,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk001,4458,B0,True,4458/normal/210,4458-madde-210-chunk-001 | 4458-madde-215-chunk-001 | 4458-madde-216-chunk-001 | 4458-madde-214-chunk-001 | 4458-madde-168-chunk-001,4458/normal/210 | 4458/normal/215 | 4458/normal/216 | 4458/normal/214 | 4458/normal/168,DENSE EVIDENCE DISPLACEMENT,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk001,4458,B2,True,4458/normal/210,4458-madde-215-chunk-001 | 4458-madde-210-chunk-001 | 4458-madde-216-chunk-001 | 4458-madde-214-chunk-001 | 4458-madde-211-chunk-001,4458/normal/215 | 4458/normal/210 | 4458/normal/216 | 4458/normal/214 | 4458/normal/211,DENSE EVIDENCE DISPLACEMENT,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk001,4458,C1,True,4458/normal/210,4458-madde-210-chunk-001 | 4458-madde-215-chunk-001 | 4458-madde-216-chunk-001 | 4458-madde-214-chunk-001 | 4458-madde-211-chunk-001,4458/normal/210 | 4458/normal/215 | 4458/normal/216 | 4458/normal/214 | 4458/normal/211,DENSE EVIDENCE DISPLACEMENT,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk001,4458,C2,True,4458/normal/210,4458-madde-210-chunk-001 | 4458-madde-215-chunk-001 | 4458-madde-216-chunk-001 | 4458-madde-214-chunk-001 | 4458-madde-168-chunk-001,4458/normal/210 | 4458/normal/215 | 4458/normal/216 | 4458/normal/214 | 4458/normal/168,DENSE EVIDENCE DISPLACEMENT,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk002,4458,B0,True,4458/normal/150,4458-madde-111-chunk-001 | 4458-madde-150-chunk-001 | 4458-madde-123-chunk-001 | 4458-madde-136-chunk-001 | 4458-madde-135-chunk-001,4458/normal/111 | 4458/normal/150 | 4458/normal/123 | 4458/normal/136 | 4458/normal/135,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk002,4458,B2,True,4458/normal/150,4458-madde-150-chunk-001 | 4458-madde-144-chunk-001 | 4458-madde-135-chunk-001 | 4458-madde-120-chunk-001 | 4458-madde-141-chunk-001,4458/normal/150 | 4458/normal/144 | 4458/normal/135 | 4458/normal/120 | 4458/normal/141,HYBRID RECOVERY,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk002,4458,C1,True,4458/normal/150,4458-madde-111-chunk-001 | 4458-madde-150-chunk-001 | 4458-madde-144-chunk-001 | 4458-madde-135-chunk-001 | 4458-madde-120-chunk-001,4458/normal/111 | 4458/normal/150 | 4458/normal/144 | 4458/normal/135 | 4458/normal/120,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk002,4458,C2,True,4458/normal/150,4458-madde-111-chunk-001 | 4458-madde-150-chunk-001 | 4458-madde-123-chunk-001 | 4458-madde-144-chunk-001 | 4458-madde-136-chunk-001,4458/normal/111 | 4458/normal/150 | 4458/normal/123 | 4458/normal/144 | 4458/normal/136,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk003,4458,B0,True,4458/normal/15,4458-madde-25-chunk-001 | 4458-madde-26-chunk-001 | 4458-madde-15-chunk-001 | 4458-madde-114-chunk-001 | 4458-madde-194-chunk-001,4458/normal/25 | 4458/normal/26 | 4458/normal/15 | 4458/normal/114 | 4458/normal/194,HYBRID RECOVERY | CROSS-LAW INTRUSION,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk003,4458,B2,True,4458/normal/15,4458-madde-15-chunk-001 | 4458-madde-25-chunk-001 | 4458-madde-3-chunk-001 | 5326-madde-31-chunk-001 | 4458-madde-26-chunk-001,4458/normal/15 | 4458/normal/25 | 4458/normal/3 | 5326/normal/31 | 4458/normal/26,HYBRID RECOVERY | CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,gk003,4458,C1,True,4458/normal/15,4458-madde-25-chunk-001 | 4458-madde-15-chunk-001 | 4458-madde-3-chunk-001 | 5326-madde-31-chunk-001 | 4458-madde-26-chunk-001,4458/normal/25 | 4458/normal/15 | 4458/normal/3 | 5326/normal/31 | 4458/normal/26,HYBRID RECOVERY | CROSS-LAW INTRUSION,False,False,True,True,True,True,True,True,True,0.2
M10E-A,gk003,4458,C2,True,4458/normal/15,4458-madde-25-chunk-001 | 4458-madde-15-chunk-001 | 4458-madde-26-chunk-001 | 4458-madde-3-chunk-001 | 4458-madde-114-chunk-001,4458/normal/25 | 4458/normal/15 | 4458/normal/26 | 4458/normal/3 | 4458/normal/114,HYBRID RECOVERY | CROSS-LAW INTRUSION,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk004,4458,B0,True,4458/normal/163,4458-madde-161-chunk-001 | 4458-madde-74-chunk-001 | 4458-madde-155-chunk-001 | 4458-madde-160-chunk-001 | 4458-madde-159-chunk-001,4458/normal/161 | 4458/normal/74 | 4458/normal/155 | 4458/normal/160 | 4458/normal/159,HYBRID RECOVERY,False,False,True,False,False,True,False,False,True,0.0
M10E-A,gk004,4458,B2,True,4458/normal/163,4458-madde-160-chunk-001 | 4458-madde-163-chunk-001 | 4458-madde-168-chunk-001 | 4458-madde-161-chunk-001 | 4458-madde-189-chunk-001,4458/normal/160 | 4458/normal/163 | 4458/normal/168 | 4458/normal/161 | 4458/normal/189,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk004,4458,C1,True,4458/normal/163,4458-madde-161-chunk-001 | 4458-madde-160-chunk-001 | 4458-madde-163-chunk-001 | 4458-madde-168-chunk-001 | 4458-madde-189-chunk-001,4458/normal/161 | 4458/normal/160 | 4458/normal/163 | 4458/normal/168 | 4458/normal/189,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,gk004,4458,C2,True,4458/normal/163,4458-madde-161-chunk-001 | 4458-madde-160-chunk-001 | 4458-madde-74-chunk-001 | 4458-madde-163-chunk-001 | 4458-madde-155-chunk-001,4458/normal/161 | 4458/normal/160 | 4458/normal/74 | 4458/normal/163 | 4458/normal/155,HYBRID RECOVERY,False,False,True,False,False,True,True,True,True,0.0
M10E-A,gk005,4458,B0,True,4458/normal/84,4458-madde-84-chunk-001 | 4458-madde-87-chunk-001 | 4458-madde-51-chunk-001 | 4458-madde-88-chunk-001 | 4458-madde-85-chunk-001,4458/normal/84 | 4458/normal/87 | 4458/normal/51 | 4458/normal/88 | 4458/normal/85,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk005,4458,B2,True,4458/normal/84,4458-madde-84-chunk-001 | 4458-madde-51-chunk-001 | 4458-madde-88-chunk-001 | 4458-madde-52-chunk-001 | 4458-madde-83-chunk-001,4458/normal/84 | 4458/normal/51 | 4458/normal/88 | 4458/normal/52 | 4458/normal/83,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk005,4458,C1,True,4458/normal/84,4458-madde-84-chunk-001 | 4458-madde-51-chunk-001 | 4458-madde-88-chunk-001 | 4458-madde-52-chunk-001 | 4458-madde-83-chunk-001,4458/normal/84 | 4458/normal/51 | 4458/normal/88 | 4458/normal/52 | 4458/normal/83,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk005,4458,C2,True,4458/normal/84,4458-madde-84-chunk-001 | 4458-madde-51-chunk-001 | 4458-madde-87-chunk-001 | 4458-madde-88-chunk-001 | 4458-madde-85-chunk-001,4458/normal/84 | 4458/normal/51 | 4458/normal/87 | 4458/normal/88 | 4458/normal/85,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk006,4458,B0,True,4458/normal/172,4458-madde-172-chunk-001 | 4458-madde-33-chunk-001 | 4458-madde-153-chunk-001 | 4458-madde-91-chunk-001 | 4458-madde-10-a-chunk-001,4458/normal/172 | 4458/normal/33 | 4458/normal/153 | 4458/normal/91 | 4458/normal/10/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk006,4458,B2,True,4458/normal/172,4458-madde-172-chunk-001 | 4458-madde-74-chunk-001 | 4458-madde-37-chunk-001 | 4458-madde-139-chunk-001 | 4458-madde-10-chunk-001,4458/normal/172 | 4458/normal/74 | 4458/normal/37 | 4458/normal/139 | 4458/normal/10,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk006,4458,C1,True,4458/normal/172,4458-madde-172-chunk-001 | 4458-madde-74-chunk-001 | 4458-madde-37-chunk-001 | 4458-madde-139-chunk-001 | 4458-madde-10-chunk-001,4458/normal/172 | 4458/normal/74 | 4458/normal/37 | 4458/normal/139 | 4458/normal/10,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk006,4458,C2,True,4458/normal/172,4458-madde-172-chunk-001 | 4458-madde-74-chunk-001 | 4458-madde-33-chunk-001 | 4458-madde-37-chunk-001 | 4458-madde-153-chunk-001,4458/normal/172 | 4458/normal/74 | 4458/normal/33 | 4458/normal/37 | 4458/normal/153,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk007,4458,B0,True,4458/normal/60,4458-madde-60-chunk-001 | 4458-madde-71-chunk-001 | 4458-madde-62-chunk-001 | 4458-madde-65-chunk-001 | 4458-madde-61-chunk-001,4458/normal/60 | 4458/normal/71 | 4458/normal/62 | 4458/normal/65 | 4458/normal/61,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk007,4458,B2,True,4458/normal/60,4458-madde-60-chunk-001 | 4458-madde-71-chunk-001 | 4458-madde-61-chunk-001 | 4458-madde-165-b-chunk-001 | 4458-madde-181-chunk-001,4458/normal/60 | 4458/normal/71 | 4458/normal/61 | 4458/normal/165/b | 4458/normal/181,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk007,4458,C1,True,4458/normal/60,4458-madde-60-chunk-001 | 4458-madde-71-chunk-001 | 4458-madde-61-chunk-001 | 4458-madde-165-b-chunk-001 | 4458-madde-181-chunk-001,4458/normal/60 | 4458/normal/71 | 4458/normal/61 | 4458/normal/165/b | 4458/normal/181,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk007,4458,C2,True,4458/normal/60,4458-madde-60-chunk-001 | 4458-madde-71-chunk-001 | 4458-madde-62-chunk-001 | 4458-madde-61-chunk-001 | 4458-madde-65-chunk-001,4458/normal/60 | 4458/normal/71 | 4458/normal/62 | 4458/normal/61 | 4458/normal/65,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk008,4458,B0,True,4458/normal/35/a,4458-madde-35-a-chunk-001 | 4458-madde-165-a-chunk-001 | 4458-madde-165-d-chunk-001 | 4458-madde-35-b-chunk-001 | 4458-madde-175-chunk-001,4458/normal/35/a | 4458/normal/165/a | 4458/normal/165/d | 4458/normal/35/b | 4458/normal/175,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk008,4458,B2,True,4458/normal/35/a,4458-madde-35-a-chunk-001 | 4458-madde-165-a-chunk-001 | 4458-madde-35-b-chunk-001 | 4458-madde-165-d-chunk-001 | 4458-madde-165-c-chunk-001,4458/normal/35/a | 4458/normal/165/a | 4458/normal/35/b | 4458/normal/165/d | 4458/normal/165/c,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk008,4458,C1,True,4458/normal/35/a,4458-madde-35-a-chunk-001 | 4458-madde-165-a-chunk-001 | 4458-madde-35-b-chunk-001 | 4458-madde-165-d-chunk-001 | 4458-madde-165-c-chunk-001,4458/normal/35/a | 4458/normal/165/a | 4458/normal/35/b | 4458/normal/165/d | 4458/normal/165/c,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk008,4458,C2,True,4458/normal/35/a,4458-madde-35-a-chunk-001 | 4458-madde-165-a-chunk-001 | 4458-madde-165-d-chunk-001 | 4458-madde-35-b-chunk-001 | 4458-madde-175-chunk-001,4458/normal/35/a | 4458/normal/165/a | 4458/normal/165/d | 4458/normal/35/b | 4458/normal/175,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk009,4458,B0,True,4458/normal/5/a,4458-madde-5-a-chunk-001 | 4458-madde-227-chunk-001 | 4458-madde-228-chunk-001 | 4458-madde-95-chunk-001 | 4458-madde-229-chunk-001,4458/normal/5/a | 4458/normal/227 | 4458/normal/228 | 4458/normal/95 | 4458/normal/229,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk009,4458,B2,True,4458/normal/5/a,4458-madde-5-a-chunk-001 | 4458-madde-5-chunk-001 | 4458-madde-62-chunk-001 | 4458-madde-10-chunk-001 | 4458-madde-181-chunk-001,4458/normal/5/a | 4458/normal/5 | 4458/normal/62 | 4458/normal/10 | 4458/normal/181,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,gk009,4458,C1,True,4458/normal/5/a,4458-madde-5-a-chunk-001 | 4458-madde-5-chunk-001 | 4458-madde-62-chunk-001 | 4458-madde-10-chunk-001 | 4458-madde-181-chunk-001,4458/normal/5/a | 4458/normal/5 | 4458/normal/62 | 4458/normal/10 | 4458/normal/181,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
