id,question,variant,rank,chunk_id,document_source_key,document_id,distance,article_title,expected_sources,first_expected_source_rank,all_expected_sources_recovered_by_rank
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,6,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.5053179264068604,Yolcu beraberinde getirilen kaçak eşya,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,7,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.5075839161872864,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,8,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.5110300779342651,Tanımlar,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,9,5607-gecici-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/3,5607_kacakcilikla_mucadele_kanunu,0.5269409418106079,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,10,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/10,5607_kacakcilikla_mucadele_kanunu,0.5458061695098877,Kaçak eşya naklinde kullanılan taşıta elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,11,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5524698495864868,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,12,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5533514022827148,Davaya katılma,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,13,5607-madde-19-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/19,5607_kacakcilikla_mucadele_kanunu,0.5725568532943726,"Kaçakçılığı önleme, izleme ve araştırmakla görevli olanlar",5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,14,5607-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/12,5607_kacakcilikla_mucadele_kanunu,0.5733882188796997,Yasak eşyanın geri gönderilmesi,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,15,5607-gecici-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/14,5607_kacakcilikla_mucadele_kanunu,0.5755894780158997,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,16,5607-gecici-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/4,5607_kacakcilikla_mucadele_kanunu,0.5805825591087341,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,17,5607-gecici-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/6,5607_kacakcilikla_mucadele_kanunu,0.5861676931381226,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,18,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5967314839363098,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,19,5607-gecici-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/1,5607_kacakcilikla_mucadele_kanunu,0.6003057360649109,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,20,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.6031494140625,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,21,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.6032997369766235,Müsadere,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,22,5607-gecici-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/10,5607_kacakcilikla_mucadele_kanunu,0.6039597392082214,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,23,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.6116626262664795,Yetkili merciler,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,24,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,0.6133215427398682,Kriminal laboratuvar,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,25,5607-gecici-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/9,5607_kacakcilikla_mucadele_kanunu,0.6368130445480347,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,26,5607-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/14,5607_kacakcilikla_mucadele_kanunu,0.6383877396583557,Mülkiyetin kamuya geçirilmesi,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,27,5607-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/7,5607_kacakcilikla_mucadele_kanunu,0.638818621635437,Deniz taşıtları,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,28,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.6394022107124329,Kontrollü teslimat,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,29,5607-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/8,5607_kacakcilikla_mucadele_kanunu,0.6439825892448425,Tekerrür,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,30,5607-madde-22-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/22,5607_kacakcilikla_mucadele_kanunu,0.6484338045120239,Silâh kullanma yetkisi,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,31,5607-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/15,5607_kacakcilikla_mucadele_kanunu,0.6577093601226807,Kaim değer,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,32,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/5,5607_kacakcilikla_mucadele_kanunu,0.6626302003860474,Etkin pişmanlık,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,33,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.6787042617797852,Yürütme,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,34,5607-madde-16-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16,5607_kacakcilikla_mucadele_kanunu,0.6926956176757812,Tasfiye,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,35,5607-gecici-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/11,5607_kacakcilikla_mucadele_kanunu,0.6948199272155762,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,36,5607-madde-25-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/25,5607_kacakcilikla_mucadele_kanunu,0.6963250637054443,Yürürlükten kaldırılan hükümler,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,37,5607-gecici-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/8,5607_kacakcilikla_mucadele_kanunu,0.7018249034881592,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,38,5607-madde-26-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/26,5607_kacakcilikla_mucadele_kanunu,0.7159528732299805,Yürürlük,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,39,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/11,5607_kacakcilikla_mucadele_kanunu,0.7288339138031006,Elkonulan eşyanın muhafazası,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,40,4458-madde-177-chunk-001,4458_gumruk_kanunu/normal/177,4458_gumruk_kanunu,0.7289476990699768,Tasfiye Edilecek Eşyaya İlişkin İşlemler,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,41,4458-madde-54-chunk-001,4458_gumruk_kanunu/normal/54,4458_gumruk_kanunu,0.733410120010376,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,42,5607-gecici-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/15,5607_kacakcilikla_mucadele_kanunu,0.7704288363456726,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,43,5607-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.7799327373504639,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,44,5607-gecici-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/13,5607_kacakcilikla_mucadele_kanunu,0.8025667667388916,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,45,5607-madde-3-chunk-002,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.8532607555389404,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,46,4458-madde-241-chunk-001,4458_gumruk_kanunu/normal/241,4458_gumruk_kanunu,0.8541309833526611,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,47,5607-madde-16-a-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16/a,5607_kacakcilikla_mucadele_kanunu,0.858626127243042,Kaçak akaryakıtın tasfiyesi,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,48,4458-madde-10-a-chunk-001,4458_gumruk_kanunu/normal/10/a,4458_gumruk_kanunu,0.9053832292556763,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,49,4458-madde-246-chunk-001,4458_gumruk_kanunu/normal/246,4458_gumruk_kanunu,0.9169906377792358,Yürürlükten Kaldırılan Hükümler,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O2,50,5326-madde-43-chunk-001,5326_kabahatler_kanunu/normal/43,5326_kabahatler_kanunu,0.9276061058044434,Silah taşıma,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,1,5607-madde-20-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/20,5607_kacakcilikla_mucadele_kanunu,0.4013141393661499,Tutanaklar,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,2,5607-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/1,5607_kacakcilikla_mucadele_kanunu,0.440128356218338,Amaç,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,3,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.4870944023132324,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,4,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.4875836968421936,Arama ve elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,5,5607-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/4,5607_kacakcilikla_mucadele_kanunu,0.5001656413078308,Nitelikli haller,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,6,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.5053179264068604,Yolcu beraberinde getirilen kaçak eşya,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,7,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.5075839161872864,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,8,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.5110300779342651,Tanımlar,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,9,5607-gecici-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/3,5607_kacakcilikla_mucadele_kanunu,0.5269409418106079,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,10,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/10,5607_kacakcilikla_mucadele_kanunu,0.5458061695098877,Kaçak eşya naklinde kullanılan taşıta elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,11,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5524698495864868,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,12,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5533514022827148,Davaya katılma,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,13,5607-madde-19-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/19,5607_kacakcilikla_mucadele_kanunu,0.5725568532943726,"Kaçakçılığı önleme, izleme ve araştırmakla görevli olanlar",5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,14,5607-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/12,5607_kacakcilikla_mucadele_kanunu,0.5733882188796997,Yasak eşyanın geri gönderilmesi,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,15,5607-gecici-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/14,5607_kacakcilikla_mucadele_kanunu,0.5755894780158997,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,16,5607-gecici-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/4,5607_kacakcilikla_mucadele_kanunu,0.5805825591087341,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,17,5607-gecici-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/6,5607_kacakcilikla_mucadele_kanunu,0.5861676931381226,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,18,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5967314839363098,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,19,5607-gecici-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/1,5607_kacakcilikla_mucadele_kanunu,0.6003057360649109,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,20,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.6031494140625,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,21,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.6032997369766235,Müsadere,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,22,5607-gecici-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/10,5607_kacakcilikla_mucadele_kanunu,0.6039597392082214,,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
k5607-020,Kaçakçılık fiillerinin izlenmesine ilişkin tutanakta olay ve kanıtlar ile elkonulan eşya ve taşıma araçları hakkında hangi ayrıntılar bulunmalıdır?,O3,23,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.6116626262664795,Yetkili merciler,5607_kacakcilikla_mucadele_kanunu/normal/20,1,1
